$DATA1 SOURCE='HSPICE' VERSION='H-2013.03-SP1 32-BIT'
$OPTION MEASFORM=3
.TITLE '* 4 bit dedicated greater comparator'
tplh,q_dut,q_in,temper,alter#
failed,-4.817e-16,-2.120e-15,  25.0000,1
